Symbol,Name,Price_intraday,Change,Change_pct,YTD_Return,Three_Months_Return,One_Year_Return,Three_Year_Return,Five_Year_Return,Net_Assets,50_Day_Avg,200_Day_Avg,Morningstar Rating
FHIRX,Franklin High Income R,1.80,+0.01,+0.56%,+0.56%,+0.92%,+13.08%,+5.06%,+14.21%,2.744B,1.80,1.79,4 stars
FHAIX,Franklin High Income A1,1.75,+0.01,+0.57%,+0.57%,+0.46%,+13.84%,+5.00%,+14.28%,2.744B,1.75,1.74,4 stars
DFVIX,DFA International Value III,18.03,+0.03,+0.17%,+1.75%,-1.71%,+17.85%,+18.77%,+15.84%,2.739B,18.05,18.39,5 stars
FSIWX,Fidelity SAI Intermediate Trsy Bd Idx,9.50,+0.03,+0.32%,--,--,--,--,--,2.735B,9.57,9.66,0 star
ARGFX,Ariel Fund,73.29,+0.11,+0.15%,+1.15%,-0.88%,+15.81%,+30.36%,+24.67%,2.734B,77.73,73.62,3 stars
ARAIX,Ariel Fund,73.33,+0.11,+0.15%,+1.15%,-0.81%,+16.17%,+30.76%,+25.08%,2.734B,78.02,73.79,3 stars
PCMSX,Principal MidCap Value I R6,16.04,+0.15,+0.94%,+1.99%,-1.47%,+11.19%,+31.31%,+26.76%,2.731B,18.01,17.92,4 stars
PCMVX,Principal MidCap Value I A,15.96,+0.15,+0.95%,+2.00%,-1.54%,+10.62%,+30.84%,+26.03%,2.731B,17.90,17.81,3 stars
PABVX,Principal MidCap Value I R5,15.84,+0.15,+0.96%,+2.02%,-1.50%,+10.88%,+30.97%,+26.54%,2.731B,17.74,17.70,3 stars
PVEJX,Principal MidCap Value I J,15.71,+0.14,+0.90%,+2.03%,-1.51%,+10.89%,+31.02%,+26.37%,2.731B,17.62,17.58,3 stars
PMPRX,Principal MidCap Value I R3,15.64,+0.15,+0.97%,+1.97%,-1.59%,+10.53%,+30.61%,+26.15%,2.731B,17.52,17.49,3 stars
ACRSX,Columbia Acorn S,12.88,+0.07,+0.55%,+18.83%,+13.52%,+21.89%,+9.03%,+26.58%,2.731B,12.92,12.77,1 star
ACRNX,Columbia Acorn Inst,12.88,+0.07,+0.55%,+2.40%,+2.23%,+21.85%,+8.99%,+26.60%,2.731B,12.93,11.99,2 stars
LIACX,Columbia Acorn C,12.12,+0.07,+0.58%,+2.38%,+1.95%,+20.67%,+7.95%,+25.12%,2.731B,12.18,11.32,1 star
LACAX,Columbia Acorn A,8.80,+0.04,+0.46%,+2.46%,+2.22%,+21.59%,+8.79%,+26.21%,2.731B,8.84,8.20,1 star
CRBRX,Columbia Acorn Inst2,14.22,+0.08,+0.57%,+2.39%,+2.24%,+21.94%,+9.09%,+26.63%,2.731B,14.27,13.22,2 stars
CRBYX,Columbia Acorn Inst3,14.47,+0.07,+0.49%,+2.42%,+2.27%,+21.95%,+9.16%,+26.74%,2.731B,14.53,13.46,2 stars
CTAKX,American Funds College 2036 529-F-3,12.91,+0.04,+0.31%,+14.97%,+4.89%,+19.08%,+12.38%,+22.42%,2.73B,13.40,13.07,3 stars
CTDCX,American Funds College 2036 529-C,12.59,+0.04,+0.32%,+0.72%,-0.21%,+18.24%,+11.51%,+21.52%,2.73B,13.00,12.69,2 stars
CCFAX,American Funds College 2036 529-A,12.75,+0.04,+0.31%,+0.79%,+0.02%,+19.08%,+12.38%,+22.42%,2.73B,13.21,12.89,3 stars
CTAFX,American Funds College 2036 529-F-1,12.84,+0.04,+0.31%,+0.87%,+0.13%,+19.32%,+12.55%,+22.85%,2.73B,13.31,12.99,3 stars
CTAHX,American Funds College 2036 529-F-2,12.73,+0.04,+0.32%,+14.97%,+4.89%,+19.08%,+12.38%,+22.42%,2.73B,13.21,12.89,3 stars
CTKEX,American Funds College 2036 529-E,12.72,+0.04,+0.32%,+0.88%,-0.02%,+18.90%,+12.13%,+22.19%,2.73B,13.16,12.85,3 stars
FGTMX,Fidelity Advisor High Income I,7.90,+0.01,+0.13%,+0.47%,+1.07%,+10.97%,+4.54%,+14.18%,2.725B,7.93,7.82,2 stars
FGSMX,Fidelity Advisor High Income C,7.90,+0.01,+0.13%,+0.44%,+0.82%,+9.94%,+3.25%,+13.18%,2.725B,7.93,7.82,1 star
FGQMX,Fidelity Advisor High Income A,7.90,+0.01,+0.13%,+0.59%,+1.01%,+10.63%,+4.05%,+13.92%,2.725B,7.93,7.81,1 star
FGUMX,Fidelity Advisor High Income Z,7.90,+0.01,+0.13%,+0.61%,+1.10%,+11.02%,+4.41%,+14.31%,2.725B,7.92,7.81,2 stars
FGRMX,Fidelity Advisor High Income M,7.90,+0.01,+0.13%,+0.59%,+1.01%,+10.62%,+4.04%,+13.90%,2.725B,7.93,7.81,1 star
SPHIX,Fidelity High Income,7.90,+0.01,+0.13%,+0.48%,+1.08%,+10.95%,+4.23%,+14.25%,2.725B,7.93,7.82,3 stars
TAAAX,Thrivent Aggressive Allocation A,18.92,+0.03,+0.16%,+1.56%,+0.78%,+18.77%,+19.65%,+24.46%,2.715B,19.88,19.36,4 stars
TAAIX,Thrivent Aggressive Allocation S,19.18,+0.03,+0.16%,+1.59%,+0.84%,+18.99%,+19.80%,+24.67%,2.715B,20.16,19.62,5 stars
THVRX,Thornburg International Equity Fund,25.13,+0.27,+1.09%,+0.65%,-5.24%,+15.70%,+7.30%,+28.68%,2.715B,25.74,26.59,5 stars
TIVRX,Thornburg International Equity Fund,26.54,+0.28,+1.07%,+0.69%,-5.18%,+15.99%,+7.57%,+29.03%,2.715B,27.18,28.03,5 stars
TGVRX,Thornburg International Equity Fund,25.41,+0.27,+1.07%,+0.68%,-5.29%,+15.45%,+7.10%,+28.41%,2.715B,25.98,26.83,4 stars
TGVAX,Thornburg International Equity Fund,25.44,+0.27,+1.07%,+0.68%,-5.24%,+15.77%,+7.26%,+28.67%,2.715B,26.05,26.89,5 stars
TGIRX,Thornburg International Equity Fund,26.40,+0.28,+1.07%,+0.69%,-5.12%,+16.26%,+7.77%,+29.27%,2.715B,27.12,27.92,5 stars
THGCX,Thornburg International Equity Fund,21.62,+0.23,+1.08%,+0.61%,-5.49%,+14.71%,+6.50%,+27.66%,2.715B,22.11,22.95,4 stars
TGVIX,Thornburg International Equity Fund,26.57,+0.28,+1.07%,+0.69%,-5.18%,+16.00%,+7.60%,+29.09%,2.715B,27.22,28.06,5 stars
BLCBX,iShares US Long Credit Bond Index,8.85,+0.14,+1.61%,--,+4.65%,--,--,--,2.714B,9.13,9.23,0 star
PSGCX,Virtus KAR Small-Cap Growth C,24.07,+0.23,+0.96%,-0.38%,-2.00%,+19.23%,+3.32%,+38.88%,2.713B,27.24,25.83,4 stars
PSGAX,Virtus KAR Small-Cap Growth A,31.40,+0.30,+0.96%,-0.32%,-1.84%,+20.03%,+4.06%,+39.90%,2.713B,34.83,32.72,4 stars
PXSGX,Virtus KAR Small-Cap Growth I,33.29,+0.33,+1.00%,-0.33%,-1.77%,+20.36%,+4.34%,+40.26%,2.713B,36.77,34.48,4 stars
VRSGX,Virtus KAR Small-Cap Growth R6,33.62,+0.32,+0.96%,-0.33%,-1.73%,+20.50%,+4.42%,+40.38%,2.713B,37.18,34.79,2 stars
FFAAX,Franklin Global Allocation Adv,15.89,-0.01,-0.06%,+0.82%,-0.05%,+13.25%,+12.01%,+18.06%,2.711B,15.99,15.55,4 stars
FFAQX,Franklin Global Allocation R6,16.29,+0.19,+1.18%,+0.74%,-0.02%,+13.26%,+12.14%,+18.18%,2.711B,16.38,15.93,4 stars
FFACX,Franklin Global Allocation C,15.59,-0.01,-0.06%,+0.78%,-0.26%,+12.00%,+10.89%,+16.91%,2.711B,15.64,15.23,3 stars
FFALX,Franklin Global Allocation A,15.75,-0.01,-0.06%,+0.77%,-0.07%,+12.92%,+11.74%,+17.81%,2.711B,15.84,15.41,3 stars
FFARX,Franklin Global Allocation R,15.80,+0.19,+1.22%,+0.77%,-0.21%,+12.63%,+11.50%,+17.44%,2.711B,15.87,15.44,3 stars
CHCIX,AB Discovery Growth I,13.67,+0.12,+0.89%,+3.59%,+2.26%,+18.78%,+11.07%,+30.79%,2.709B,13.64,12.59,3 stars
CHCYX,AB Discovery Growth Advisor,13.93,+0.12,+0.87%,+3.52%,+2.22%,+18.99%,+11.10%,+30.74%,2.709B,13.91,12.83,3 stars
CHCZX,AB Discovery Growth Z,13.79,+0.12,+0.88%,+3.56%,+2.32%,+18.98%,+11.15%,+30.82%,2.709B,13.74,12.69,3 stars
CHCLX,AB Discovery Growth A,12.29,+0.11,+0.90%,+3.57%,+2.18%,+18.72%,+10.82%,+30.43%,2.709B,12.26,11.32,3 stars
CHCCX,AB Discovery Growth C,4.28,+0.04,+0.94%,+3.67%,+2.17%,+17.73%,+9.99%,+29.27%,2.709B,4.27,3.95,2 stars
TWGAX,American Century International Gr A,12.49,+0.13,+1.05%,+0.08%,-5.51%,+12.06%,+8.15%,+28.08%,2.705B,12.61,12.82,2 stars
AIWCX,American Century International Gr C,11.57,+0.11,+0.96%,+0.09%,-5.60%,+11.21%,+7.37%,+27.05%,2.705B,11.67,11.88,2 stars
TWIEX,American Century International Gr Inv,12.42,+0.12,+0.98%,+0.08%,-5.43%,+12.31%,+8.41%,+28.37%,2.705B,12.56,12.77,2 stars
ATGDX,American Century International Gr R6,12.32,+0.12,+0.98%,+0.08%,-5.35%,+12.70%,+8.87%,+28.77%,2.705B,12.48,12.68,3 stars
ACAEX,American Century International Gr G,12.45,+0.12,+0.97%,+3.11%,-2.25%,+12.70%,+8.87%,+28.77%,2.705B,12.65,12.85,3 stars
ATYGX,American Century International Gr Y,12.34,+0.12,+0.98%,+0.16%,-5.27%,+12.69%,+8.87%,+28.74%,2.705B,12.50,12.70,3 stars
TGRIX,American Century International Gr I,12.32,+0.12,+0.98%,+0.08%,-5.39%,+12.51%,+8.70%,+28.55%,2.705B,12.47,12.67,3 stars
ATGGX,American Century International Gr R5,12.33,+0.12,+0.98%,+0.16%,-5.31%,+12.50%,+8.70%,+28.65%,2.705B,12.48,12.68,3 stars
ATGRX,American Century International Gr R,12.56,+0.12,+0.96%,+0.08%,-5.52%,+11.79%,+7.96%,+27.72%,2.705B,12.68,12.89,2 stars
PAEBX,Putnam Dynamic Asset Allocation Gr B,20.27,-0.03,-0.15%,+16.94%,+2.08%,+21.07%,+17.05%,+21.09%,2.701B,20.27,19.81,5 stars
FNYQX,Franklin New York Tax Free Income Fund,9.83,+0.02,+0.20%,-1.09%,-1.72%,+7.18%,+1.69%,+6.81%,2.7B,9.98,9.99,2 stars
FNYTX,Franklin New York Tax Free Income Fund,9.83,+0.01,+0.10%,-0.99%,-1.68%,+7.23%,+1.84%,+7.06%,2.7B,9.99,10.00,3 stars
FKTJX,Franklin New York Tax Free Income Fund,9.84,+0.01,+0.10%,-1.08%,-1.65%,+7.45%,+1.98%,+7.20%,2.7B,10.00,10.01,3 stars
FNYAX,Franklin New York Tax Free Income Fund,9.84,+0.02,+0.20%,-1.08%,-1.76%,+7.33%,+2.03%,+7.17%,2.7B,9.99,10.00,3 stars
FNYIX,Franklin New York Tax Free Income Fund,9.82,+0.01,+0.10%,-1.01%,-1.82%,+6.66%,+1.28%,+6.48%,2.7B,9.98,9.99,2 stars
JTSQX,JPMorgan SmartRetirement 2050 R4,22.81,+0.04,+0.18%,+1.16%,-0.67%,+20.14%,+17.38%,+24.70%,2.698B,23.41,22.65,3 stars
JTSYX,JPMorgan SmartRetirement 2050 R6,22.95,+0.04,+0.17%,+1.15%,-0.60%,+20.42%,+17.60%,+25.01%,2.698B,23.59,22.82,3 stars
JTSAX,JPMorgan SmartRetirement 2050 A,22.72,+0.04,+0.18%,+1.11%,-0.74%,+19.86%,+17.13%,+24.52%,2.698B,23.28,22.55,3 stars
JTSCX,JPMorgan SmartRetirement 2050 C,22.13,+0.04,+0.18%,+1.10%,-0.88%,+19.19%,+16.44%,+23.79%,2.698B,22.60,21.91,2 stars
JTSPX,JPMorgan SmartRetirement 2050 R3,22.62,+0.05,+0.22%,+1.12%,-0.74%,+19.85%,+17.02%,+24.38%,2.698B,23.15,22.41,2 stars
JTSZX,JPMorgan SmartRetirement 2050 R2,22.47,+0.05,+0.22%,+1.08%,-0.82%,+19.50%,+16.76%,+24.07%,2.698B,22.97,22.26,2 stars
JTSIX,JPMorgan SmartRetirement 2050 R5,22.94,+0.05,+0.22%,+1.10%,-0.65%,+20.32%,+17.50%,+24.90%,2.698B,23.55,22.80,3 stars
JTSSX,JPMorgan SmartRetirement 2050 I,22.88,+0.04,+0.18%,+1.15%,-0.65%,+20.11%,+17.34%,+24.74%,2.698B,23.47,22.72,3 stars
MDHIX,NYLI MacKay Short Duration High Inc Cl I,9.57,+0.04,+0.42%,+0.63%,+1.32%,+10.20%,+4.74%,+9.37%,2.693B,9.56,9.54,4 stars
MDHVX,NYLI MacKay Short Duration Hi Inc Inv Cl,9.57,+0.04,+0.42%,+0.63%,+1.25%,+9.84%,+4.39%,+9.00%,2.693B,9.56,9.54,4 stars
MDHAX,NYLI MacKay Short Duration High Inc Cl A,9.56,+0.03,+0.31%,+0.53%,+1.16%,+9.93%,+4.49%,+9.10%,2.693B,9.56,9.54,4 stars
MDHCX,NYLI MacKay Short Duration High Inc Cl C,9.56,+0.04,+0.42%,+0.63%,+1.07%,+9.04%,+3.60%,+8.20%,2.693B,9.55,9.53,2 stars
EADOX,Eaton Vance Emerging Markets Dbt Opps A,8.01,+0.03,+0.38%,+1.26%,+3.77%,+11.12%,+1.24%,+17.83%,2.692B,7.93,7.87,5 stars
EIDOX,Eaton Vance Emerging Markets Dbt Opps I,8.04,+0.01,+0.12%,+1.26%,+3.83%,+11.39%,+1.52%,+18.23%,2.692B,7.95,7.89,5 stars
EELDX,Eaton Vance Emerging Markets Dbt Opps R6,8.02,+0.01,+0.12%,+1.26%,+3.85%,+11.46%,+1.54%,+18.33%,2.692B,7.93,7.87,5 stars
FSRNX,Fidelity Real Estate Index,16.22,+0.33,+2.08%,-1.37%,-7.96%,+11.94%,+40.66%,+23.02%,2.686B,16.81,16.22,2 stars
PNSBX,Putnam Small Cap Growth B,57.57,-0.33,-0.57%,+24.46%,+0.79%,+23.38%,+14.56%,+38.15%,2.685B,57.57,56.20,5 stars
EITMX,Eaton Vance Tx-Mgd Growth 1.1 I,109.07,-0.28,-0.26%,+1.18%,+2.57%,+28.56%,+25.00%,+29.74%,2.685B,111.26,104.86,4 stars
ETTGX,Eaton Vance Tx-Mgd Growth 1.1 A,117.43,-0.30,-0.25%,+1.17%,+2.51%,+28.24%,+24.68%,+29.45%,2.685B,119.50,112.59,4 stars
ECTGX,Eaton Vance Tx-Mgd Growth 1.1 C,104.06,-0.27,-0.26%,+1.13%,+2.32%,+27.28%,+23.76%,+28.33%,2.685B,105.89,99.96,3 stars
GEMIX,Goldman Sachs Emerging Markets Eq Instl,23.00,+0.06,+0.26%,-0.82%,-6.46%,+6.65%,-2.46%,+26.06%,2.682B,23.69,23.51,3 stars
GEMSX,Goldman Sachs Emerging Markets Eq Svc,20.57,+0.05,+0.24%,-0.82%,-6.56%,+6.08%,-2.95%,+25.44%,2.682B,21.14,20.99,2 stars
GEMCX,Goldman Sachs Emerging Markets Eq C,18.83,+0.05,+0.27%,-0.90%,-6.71%,+5.50%,-3.46%,+24.66%,2.682B,19.28,19.14,2 stars
GEMAX,Goldman Sachs Emerging Markets Eq A,21.40,+0.06,+0.28%,-0.84%,-6.53%,+6.26%,-2.74%,+25.54%,2.682B,22.01,21.85,3 stars
GAHPX,Goldman Sachs Emerging Markets Eq P,23.11,+0.06,+0.26%,-0.82%,-6.43%,+6.63%,-2.41%,+26.06%,2.682B,23.83,23.62,2 stars
GIRMX,Goldman Sachs Emerging Markets Eq Inv,22.85,+0.06,+0.26%,-0.83%,-6.44%,+6.56%,-2.50%,+25.92%,2.682B,23.52,23.35,3 stars
GEMUX,Goldman Sachs Emerging Markets Eq R6,23.11,+0.06,+0.26%,-0.82%,-6.43%,+6.63%,-2.44%,+26.05%,2.682B,23.83,23.61,2 stars
PADEX,Putnam Dynamic Asset Allocation Gr R5,20.70,+0.34,+1.67%,+1.07%,+0.82%,+21.07%,+17.05%,+21.09%,2.676B,22.19,21.74,5 stars
PAEEX,Putnam Dynamic Asset Allocation Gr R6,20.00,+0.32,+1.63%,+1.11%,+0.82%,+21.21%,+17.18%,+21.24%,2.676B,21.49,21.06,5 stars
PASRX,Putnam Dynamic Asset Allocation Gr R,19.01,+0.31,+1.66%,+1.06%,+0.67%,+20.47%,+16.49%,+20.50%,2.676B,20.44,20.06,4 stars
PAEAX,Putnam Dynamic Asset Allocation Gr A,19.63,+0.32,+1.66%,+1.08%,+0.75%,+20.76%,+16.75%,+20.79%,2.676B,21.04,20.68,5 stars
PAECX,Putnam Dynamic Asset Allocation Gr C,17.81,+0.29,+1.66%,+1.02%,+0.54%,+19.89%,+15.90%,+19.91%,2.676B,19.19,18.87,4 stars
PAGYX,Putnam Dynamic Asset Allocation Gr Y,19.96,+0.32,+1.63%,+1.06%,+0.81%,+21.04%,+17.10%,+21.05%,2.676B,21.41,21.02,5 stars
URSBX,Victory Short Term Bond R6,9.09,+0.01,+0.11%,+0.18%,+0.70%,+6.60%,+1.17%,+5.05%,2.673B,9.08,9.05,5 stars
UISBX,Victory Short-Term Bond Institutional,9.07,+0.02,+0.22%,+0.17%,+0.67%,+6.44%,+1.11%,+4.99%,2.673B,9.07,9.03,5 stars
USSBX,Victory Short-Term Bond,9.08,+0.01,+0.11%,+0.04%,+0.52%,+6.35%,+1.13%,+5.00%,2.673B,9.08,9.04,5 stars
UASBX,Victory Short-Term Bond Class A,9.08,+0.02,+0.22%,+0.16%,+0.60%,+6.02%,+0.92%,+4.76%,2.673B,9.08,9.04,4 stars
USCRX,Victory Cornerstone Moderately Agrsv,26.22,+0.03,+0.11%,+0.61%,-2.00%,+11.99%,+11.42%,+16.17%,2.671B,27.51,27.57,2 stars
OIFIX,Optimum Fixed Income Instl,8.02,+0.03,+0.38%,-0.25%,-2.21%,+5.89%,-1.78%,+8.64%,2.669B,8.22,8.27,2 stars
OAFIX,Optimum Fixed Income A,8.03,+0.02,+0.25%,-0.25%,-2.22%,+5.60%,-2.02%,+8.46%,2.669B,8.22,8.27,2 stars
OCFIX,Optimum Fixed Income C,8.51,+0.03,+0.35%,-0.35%,-2.49%,+4.74%,-2.80%,+7.62%,2.669B,8.63,8.65,1 star
PGDRX,Principal Diversified Real Asset Fund,11.29,+0.08,+0.71%,+1.26%,-3.24%,+2.75%,+16.72%,+14.49%,2.669B,11.34,11.29,2 stars
PDARX,Principal Diversified Real Asset Fund,11.36,+0.09,+0.80%,+1.26%,-3.16%,+3.30%,+17.42%,+15.07%,2.669B,11.41,11.37,2 stars
PDRDX,Principal Diversified Real Asset Instl,11.37,+0.09,+0.80%,+1.26%,-3.17%,+3.24%,+17.34%,+15.01%,2.669B,11.41,11.38,2 stars
PRDAX,Principal Diversified Real Asset A,11.39,+0.09,+0.80%,+1.25%,-3.27%,+2.92%,+16.95%,+14.66%,2.669B,11.43,11.40,2 stars
JRBRX,JPMorgan SmartRetirement Blend 2030 R2,26.09,+0.04,+0.15%,+0.50%,-1.03%,+14.45%,+10.55%,+19.43%,2.669B,26.74,26.09,2 stars
JRBEX,JPMorgan SmartRetirement Blend 2030 I,26.17,+0.05,+0.19%,+0.50%,-0.89%,+15.01%,+11.11%,+20.08%,2.669B,26.89,26.22,2 stars
JUTUX,JPMorgan SmartRetirement Blend 2030 R4,26.11,+0.05,+0.19%,+0.50%,-0.91%,+15.05%,+11.09%,+20.06%,2.669B,26.83,26.16,2 stars
JUTPX,JPMorgan SmartRetirement Blend 2030 R3,26.41,+0.04,+0.15%,+0.50%,-0.97%,+14.70%,+10.77%,+19.79%,2.669B,27.10,26.43,2 stars
JRBYX,JPMorgan SmartRetirement Blend 2030 R6,26.10,+0.04,+0.15%,+0.50%,-0.82%,+15.29%,+11.33%,+20.41%,2.669B,26.87,26.19,3 stars
JRBBX,JPMorgan SmartRetirement Blend 2030 R5,26.11,+0.04,+0.15%,+0.54%,-0.84%,+15.16%,+11.22%,+20.25%,2.669B,26.86,26.18,3 stars
JOBYX,JPMorgan SmartRetirement Blend 2040 R6,31.42,+0.05,+0.16%,+0.74%,-0.55%,+18.43%,+15.94%,+23.83%,2.646B,32.23,31.16,3 stars
JNTEX,JPMorgan SmartRetirement Blend 2040 R3,31.69,+0.04,+0.13%,+0.73%,-0.66%,+17.83%,+15.33%,+23.22%,2.646B,32.41,31.36,2 stars
JOBRX,JPMorgan SmartRetirement Blend 2040 R2,31.28,+0.04,+0.13%,+0.71%,-0.73%,+17.54%,+15.04%,+22.86%,2.646B,31.94,30.92,2 stars
JNTNX,JPMorgan SmartRetirement Blend 2040 R4,31.40,+0.04,+0.13%,+0.74%,-0.60%,+18.10%,+15.61%,+23.54%,2.646B,32.16,31.11,2 stars
JOBBX,JPMorgan SmartRetirement Blend 2040 R5,31.43,+0.04,+0.13%,+0.74%,-0.55%,+18.29%,+15.81%,+23.72%,2.646B,32.22,31.16,3 stars
JOBEX,JPMorgan SmartRetirement Blend 2040 I,31.48,+0.05,+0.16%,+0.74%,-0.60%,+18.16%,+15.61%,+23.49%,2.646B,32.23,31.18,3 stars
OGIIX,Invesco Global Opportunities R6,50.00,+0.38,+0.77%,+0.75%,-6.69%,+17.76%,+0.47%,+28.31%,2.64B,51.32,51.15,2 stars
OGINX,Invesco Global Opportunities R,44.38,+0.33,+0.75%,+0.75%,-6.83%,+17.05%,-0.13%,+27.46%,2.64B,45.44,45.34,2 stars
GOFFX,Invesco Global Opportunities Fund,48.54,+0.36,+0.75%,-2.48%,+2.88%,+17.76%,+0.47%,+28.31%,2.64B,49.80,49.64,2 stars
OPGIX,Invesco Global Opportunities A,47.72,+0.36,+0.76%,+0.74%,-6.77%,+17.34%,+0.12%,+27.78%,2.64B,48.85,48.70,2 stars
OGIYX,Invesco Global Opportunities Y,49.25,+0.37,+0.76%,+0.76%,-6.71%,+17.63%,+0.37%,+28.12%,2.64B,50.48,50.34,2 stars
OGICX,Invesco Global Opportunities C,37.91,+0.28,+0.74%,+0.72%,-6.95%,+16.46%,-0.64%,+26.84%,2.64B,38.84,38.81,2 stars
JADFX,Janus Henderson Flexible Bond S,9.17,+0.03,+0.33%,-0.26%,-2.25%,+5.37%,-1.22%,+9.10%,2.635B,9.25,9.31,2 stars
JDFAX,Janus Henderson Flexible Bond A,9.17,+0.03,+0.33%,-0.26%,-2.12%,+5.52%,-1.03%,+9.26%,2.635B,9.25,9.31,3 stars
JFICX,Janus Henderson Flexible Bond C,9.17,+0.03,+0.33%,-0.28%,-2.38%,+4.86%,-1.73%,+8.50%,2.635B,9.25,9.31,1 star
JAFIX,Janus Henderson Flexible Bond T,9.17,+0.03,+0.33%,-0.25%,-2.08%,+5.53%,-0.96%,+9.50%,2.635B,9.25,9.31,3 stars
JDFNX,Janus Henderson Flexible Bond N,9.16,+0.02,+0.22%,-0.24%,-2.03%,+5.90%,-0.72%,+9.66%,2.635B,9.25,9.31,3 stars
JANFX,Janus Henderson Flexible Bond D,9.17,+0.03,+0.33%,-0.25%,-2.16%,+5.77%,-0.86%,+9.48%,2.635B,9.25,9.31,3 stars
JDFRX,Janus Henderson Flexible Bond R,9.17,+0.02,+0.22%,-0.27%,-2.20%,+5.11%,-1.46%,+8.83%,2.635B,9.25,9.31,2 stars
JFLEX,Janus Henderson Flexible Bond I,9.17,+0.03,+0.33%,-0.24%,-2.15%,+5.89%,-0.78%,+9.56%,2.635B,9.25,9.31,3 stars
DGCFX,DFA Global Core Plus Fixed Income Instl,9.02,+0.02,+0.22%,-0.55%,-1.48%,+10.02%,-2.04%,+11.55%,2.633B,9.15,9.20,3 stars
GTRAX,PGIM Global Total Return Fund,4.99,+0.01,+0.20%,-0.43%,-3.80%,+9.15%,-6.16%,+12.08%,2.628B,5.10,5.17,3 stars
PGTQX,PGIM Global Total Return Fund,5.05,+0.01,+0.20%,-0.41%,-3.66%,+9.68%,-5.73%,+12.32%,2.628B,5.17,5.23,4 stars
PCTRX,PGIM Global Total Return C,4.98,+0.01,+0.20%,-0.46%,-3.99%,+8.35%,-6.75%,+11.26%,2.628B,5.09,5.16,3 stars
PGTOX,PGIM Global Total Return Fund,5.05,+0.01,+0.20%,-0.43%,-3.98%,+8.87%,-6.38%,+11.74%,2.628B,5.17,5.23,2 stars
PGTSX,PGIM Global Total Return Fund,5.06,+0.01,+0.20%,-0.22%,-3.73%,+9.34%,-6.00%,+12.01%,2.628B,5.17,5.24,2 stars
PZTRX,PGIM Global Total Return Z,5.02,+0.01,+0.20%,-0.22%,-3.71%,+9.60%,-5.88%,+12.30%,2.628B,5.13,5.20,4 stars
FIJPX,Fidelity Advisor Freedom 2040 Z,16.77,+0.05,+0.30%,+1.15%,-1.41%,+18.82%,+16.08%,+26.78%,2.62B,17.20,16.76,4 stars
FCFFX,Fidelity Advisor Freedom 2040 C,15.98,+0.04,+0.25%,+1.14%,-1.66%,+17.50%,+14.81%,+25.41%,2.62B,16.30,15.91,2 stars
FAFFX,Fidelity Advisor Freedom 2040 A,16.81,+0.04,+0.24%,+1.15%,-1.51%,+18.39%,+15.69%,+26.39%,2.62B,17.19,16.77,4 stars
FTFFX,Fidelity Advisor Freedom 2040 M,16.61,+0.04,+0.24%,+1.16%,-1.58%,+18.13%,+15.34%,+26.02%,2.62B,16.98,16.56,3 stars
FIFFX,Fidelity Advisor Freedom 2040 I,17.28,+0.05,+0.29%,+1.17%,-1.47%,+18.73%,+15.89%,+26.70%,2.62B,17.51,17.02,4 stars
FKGLX,Fidelity Advisor Freedom 2040 K6,16.95,+0.04,+0.24%,+1.20%,-1.35%,+19.02%,+16.25%,+26.99%,2.62B,17.40,16.94,4 stars
FITFX,Fidelity Flex International Index,13.03,+0.05,+0.39%,+0.31%,-4.86%,+15.47%,+7.78%,+21.42%,2.62B,13.38,13.52,3 stars
TEMWX,Templeton World A,16.88,-0.02,-0.12%,+1.75%,+0.93%,+32.30%,+8.05%,+16.12%,2.62B,17.63,17.29,2 stars
TEWTX,Templeton World C,15.91,-0.02,-0.13%,+1.79%,+0.79%,+31.31%,+7.20%,+15.35%,2.62B,16.67,16.40,2 stars
TWDAX,Templeton World Adv,16.88,-0.02,-0.12%,+1.75%,+1.00%,+32.52%,+8.26%,+16.47%,2.62B,17.66,17.31,2 stars
FTWRX,Templeton World R6,16.87,-0.02,-0.12%,+1.75%,+0.99%,+32.66%,+8.39%,+16.62%,2.62B,17.67,17.31,2 stars
NGDAX,Neuberger Berman Large Cap Growth A,29.03,-0.10,-0.34%,+0.76%,+3.99%,+35.68%,+27.32%,+36.34%,2.615B,29.95,28.49,3 stars
NGDCX,Neuberger Berman Large Cap Growth C,27.42,-0.09,-0.33%,+0.73%,+3.77%,+34.70%,+26.34%,+35.33%,2.615B,28.36,27.07,3 stars
NGRDX,Neuberger Berman Large Cap Growth R6,29.43,-0.09,-0.30%,+0.79%,+4.10%,+36.36%,+27.81%,+36.84%,2.615B,30.38,28.86,4 stars
NGDRX,Neuberger Berman Large Cap Growth R3,28.47,-0.09,-0.32%,+0.74%,+3.89%,+35.29%,+26.93%,+35.90%,2.615B,29.40,28.00,3 stars
NGUAX,Neuberger Berman Large Cap Growth Inv,29.33,-0.09,-0.31%,+0.75%,+4.02%,+35.96%,+27.61%,+36.61%,2.615B,30.25,28.76,3 stars
NGDLX,Neuberger Berman Large Cap Growth Inst,29.41,-0.10,-0.34%,+0.79%,+4.09%,+36.19%,+27.81%,+36.85%,2.615B,30.34,28.83,3 stars
NBGUX,Neuberger Berman Large Cap Growth Adv,28.41,-0.10,-0.35%,+0.78%,+3.82%,+35.22%,+27.13%,+35.87%,2.615B,29.36,27.96,3 stars
